id,sales
3000888,1.5797040722512588
3000889,0.010629858484713676
3000890,1.7007200215665335
3000891,7.872663683596574
3000892,0.08199188547714734
3000893,6.1131567299066365
3000894,2.621007217330084
3000895,6.818974155571048
3000896,6.836812388449799
3000897,5.1621905992196
3000898,5.08689970890938
3000899,5.004070600513479
3000900,8.078359609454237
3000901,3.215931942387291
3000902,0.8478882011890438
3000903,3.155076957445102
3000904,3.49710002749371
3000905,0.3433391482897544
3000906,5.474372003154023
3000907,2.8573791790069962
3000908,3.551372795342661
3000909,2.7724069692374074
3000910,4.734542661734885
3000911,1.7606481744452154
3000912,5.653440513821465
3000913,5.203839479075091
3000914,1.5246759337708444
3000915,2.4365718544196016
3000916,5.851714518809156
3000917,4.291042977165568
3000918,8.187910958116356
3000919,2.798299551558049
3000920,3.2333994526472445
3000921,0.5089340092572483
3000922,0.06827660439201212
3000923,1.4570101199742465
3000924,6.977180708765779
3000925,0.005042185074826386
3000926,4.580141870961522
3000927,1.2368230367050694
3000928,6.539183937090347
3000929,5.736913169825454
3000930,5.351951919571221
3000931,3.299820261438148
3000932,3.305554196486023
3000933,7.656850254979888
3000934,1.3076697866566271
3000935,0.2326316992750164
3000936,2.336291871079432
3000937,2.965408575501997
3000938,0.027311366589715905
3000939,5.003960377412665
3000940,1.0214300534844352
3000941,2.552481707989396
3000942,2.2947026994150264
3000943,3.432550039213587
3000944,0.4179129866784953
3000945,5.079632662553453
3000946,5.121461269299907
3000947,0.45615528563539437
3000948,1.3780818210637404
3000949,4.900643944853814
3000950,3.0851975642525673
3000951,5.635617716525514
3000952,3.0469481223812354
3000953,0.9352894894546058
3000954,1.7837529949271187
3000955,0.17026166272826027
3000956,1.8791658040371968
3000957,8.203507886986834
3000958,0.0023580025065411676
3000959,6.524128903787178
3000960,2.5646774745020657
3000961,7.41040101753882
3000962,6.518652351309895
3000963,6.120417226245943
3000964,5.401951001992835
3000965,4.230181005770763
3000966,8.796053111725799
3000967,2.937499917953379
3000968,0.3232744990850044
3000969,3.106100512831241
3000970,3.190544057352853
3000971,0.08917031508811013
3000972,6.07728573777063
3000973,2.1694331999179615
3000974,2.9462204364629003
3000975,2.5312313284491905
3000976,3.6659515326181733
3000977,0.9693249203664827
3000978,6.2196950870235925
3000979,5.820446742268822
3000980,0.9743665344366434
3000981,2.832350498107725
3000982,5.732601086187883
3000983,4.294467749798952
3000984,7.320272616276176
3000985,4.889361472291534
3000986,1.9706917182391983
3000987,1.4379182869838139
3000988,0.08791570397090107
3000989,1.2450510888991957
3000990,7.388804760411272
3000991,0.010752856441257884
3000992,5.247128068239995
3000993,2.0341985601731567
3000994,6.741048634152903
3000995,6.272311816135733
3000996,5.46239618491723
3000997,3.9078229149029395
3000998,3.5042277067198313
3000999,7.948717272442844
3001000,2.27526292575063
3001001,0.23037507992666464
3001002,2.71367816718545
3001003,3.1807303820535653
3001004,0.10629477084719825
3001005,5.213047112676096
3001006,1.6034530691381725
3001007,2.468823686588319
3001008,2.5838427322245496
3001009,3.8657392022443053
3001010,0.7098482257090946
3001011,5.210139989606732
3001012,5.114081532244868
3001013,0.5670728021593867
3001014,1.6096577907708087
3001015,5.095096690852144
3001016,3.3968300440542585
3001017,6.184705885104191
3001018,3.000996729060856
3001019,1.2751593515891937
3001020,1.3662366139880544
3001021,0.024795697639591236
3001022,1.5413629072799528
3001023,7.2291655004369755
3001024,0.0
3001025,4.8216955660585485
3001026,1.740129390819713
3001027,6.366599699214417
3001028,5.643188999584689
3001029,5.121425512386942
3001030,3.75297631387179
3001031,3.296819649103437
3001032,7.74224997803794
3001033,2.2203163772554446
3001034,0.12059171970059167
3001035,2.666281760697468
3001036,3.0717587300067244
3001037,0.04454191557708368
3001038,4.867545941952444
3001039,0.5808919072805836
3001040,2.4366124121165624
3001041,1.9553433180846604
3001042,3.7277606614191274
3001043,0.4738600233739301
3001044,5.031350586244235
3001045,5.068435472719105
3001046,0.2177680985003449
3001047,1.4728160421507734
3001048,4.342016221721545
3001049,2.9321323892449707
3001050,5.351772462939175
3001051,2.8052943852489136
3001052,0.7307961084932593
3001053,1.253063503618097
3001054,0.01757729602792779
3001055,1.3403525109756576
3001056,6.99257818232601
3001057,0.005403187978244472
3001058,4.984862987629318
